取引日,出金金額（円）,入金金額（円）,海外出金金額,通貨,変換レート（円）,利用国,取引内容,取引先,取引方法,支払い区分,利用者,取引番号
2025/07/16 22:32:13,-,10,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04754761867629674499
2025/07/14 22:24:39,347,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04753273618513346562
2025/07/14 22:24:38,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04753273618513346562
2025/07/14 18:30:46,783,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,"PayPayポイント (4円), PayPay残高 (779円)",-,-,04753153084550799361
2025/07/14 18:30:46,-,6,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04753153084550799361
2025/07/13 13:48:34,935,-,-,-,-,-,支払い,ファミリーマート - 松陰神社駅前,"PayPayポイント (12円), PayPay残高 (923円)",-,-,04752265469429547010
2025/07/13 13:48:34,-,8,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04752265469429547010
2025/07/11 19:54:40,"1,107",-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,"PayPayポイント (26円), PayPay残高 (1,081円)",-,-,04750969815233159170
2025/07/11 19:54:40,-,10,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04750969815233159170
2025/07/10 16:22:03,-,"1,500",-,-,-,-,ポイント、残高の獲得,Yahoo!ショッピング,PayPayポイント,-,-,lp-102895974642327552-c_90e17264-a680-48f4-b60b-82b104a4b82f_sppf
2025/07/10 13:30:42,605,-,-,-,-,-,支払い,セブン-イレブン - 世田谷１丁目,PayPay残高,-,-,04750029749972672516
2025/07/10 13:30:42,-,6,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04750029749972672516
2025/07/10 11:24:37,"2,867",-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,"PayPayポイント (168円), PayPay残高 (2,699円)",-,-,04749964767118311425
2025/07/10 11:24:37,-,26,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04749964767118311425
2025/07/08 23:08:18,-,"1,200",-,-,-,JP,受け取った金額,はすみ,PayPay残高,-,-,02037694814147887108
2025/07/08 23:08:16,-,"1,200",-,-,-,JP,受け取った金額,ok,PayPay残高,-,-,02037694805555625984
2025/07/08 23:08:12,-,"1,200",-,-,-,JP,受け取った金額,杏海,PayPay残高,-,-,02037694771198214150
2025/07/08 23:08:03,"4,735",-,-,-,-,-,支払い,まねきねこ - カラオケまねきねこ渋谷センター街店,PayPay残高,-,-,04748842973198000129
2025/07/08 23:08:03,-,46,-,-,-,-,ポイント、残高の獲得,まねきねこ,PayPayポイント,-,-,04748842973198000129
2025/07/08 22:00:14,-,"1,500",-,-,-,JP,受け取った金額,はすみ,PayPay残高,-,-,02037659741442383873
2025/07/08 21:59:48,-,"1,700",-,-,-,JP,受け取った金額,杏海,PayPay残高,-,-,02037659509516713992
2025/07/08 21:59:43,-,"1,500",-,-,-,JP,受け取った金額,ok,PayPay残高,-,-,02037659466566721551
2025/07/08 21:59:03,"7,020",-,-,-,-,-,支払い,鳥貴族 - 鳥貴族　渋谷センター街店,PayPay残高,-,-,04748807410869477376
2025/07/08 21:59:03,-,70,-,-,-,-,ポイント、残高の獲得,鳥貴族,PayPayポイント,-,-,04748807410869477376
2025/07/08 21:58:52,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02037659028477427727
2025/07/08 07:23:23,-,4,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04748356087116693507
2025/07/08 07:23:23,528,-,-,-,-,-,支払い,ファミリーマート - 渋谷宇田川交番前,"PayPayポイント (88円), PayPay残高 (440円)",-,-,04748356087116693507
2025/07/07 12:58:43,"1,000",-,-,-,-,-,送った金額,はらだれお,PayPay残高,-,-,02036638475528732673
2025/07/07 12:50:23,-,"2,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02036634171971239958
2025/07/07 00:41:11,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04747406624465870851
2025/07/07 00:41:11,384,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04747406624465870851
2025/07/06 21:33:45,127,-,-,-,-,-,支払い,セブン-イレブン - 目黒大橋２丁目,PayPay残高,-,-,04747310030651293696
2025/07/06 20:52:15,"1,848",-,-,-,-,-,支払い,君のハンバーグを食べたい - 君のハンバーグを食べたい　渋谷店,PayPay残高,-,-,04747288641714528257
2025/07/06 20:52:15,-,18,-,-,-,-,ポイント、残高の獲得,君のハンバーグを食べたい,PayPayポイント,-,-,04747288641714528257
2025/07/06 16:05:07,141,-,-,-,-,-,支払い,ファミリーマート - 宮益坂下,PayPay残高,-,-,04747140645731041285
2025/07/06 15:16:58,240,-,-,-,-,-,支払い,ファミリーマート - 宮益坂下,"PayPayポイント (10円), PayPay残高 (230円)",-,-,04747115838000070660
2025/07/06 15:16:58,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04747115838000070660
2025/07/04 15:38:44,"9,470",-,-,-,-,-,支払い,ユニクロ - キャロットタワー三軒茶屋とうきゅう店,"PayPayポイント (172円), PayPay残高 (9,298円)",-,-,04745642707166830598
2025/07/04 15:38:43,-,92,-,-,-,-,ポイント、残高の獲得,ユニクロ,PayPayポイント,-,-,04745642707166830598
2025/07/04 15:38:40,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02034494402086879235
2025/07/04 00:51:03,384,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04745185207250018304
2025/07/04 00:51:03,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04745185207250018304
2025/07/04 00:50:58,-,"3,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02034036876398288898
2025/07/03 20:05:12,645,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04745037881282568195
2025/07/03 20:05:12,-,6,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04745037881282568195
2025/07/03 12:55:13,897,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,"PayPayポイント (6円), PayPay残高 (891円)",-,-,04744816260969414661
2025/07/03 12:55:12,-,8,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04744816260969414661
2025/07/02 23:20:07,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04744396161628930051
2025/07/02 23:20:07,314,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04744396161628930051
2025/07/02 20:22:47,-,4,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04744304764723257349
2025/07/02 20:22:47,599,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04744304764723257349
2025/07/02 12:16:02,497,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04744053904273514496
2025/07/02 12:16:02,-,4,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04744053904273514496
2025/07/02 12:15:52,-,"3,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02032905539063169024
2025/07/02 09:13:33,139,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04743959844489568264
2025/07/02 07:22:42,383,-,-,-,-,-,支払い,ファミリーマート - 渋谷宇田川交番前,"PayPayポイント (24円), PayPay残高 (359円)",-,-,04743902721423400960
2025/07/02 07:22:42,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04743902721423400960
2025/07/01 13:03:35,230,-,-,-,-,-,支払い,ファミリーマート - 渋谷宇田川交番前,"PayPayポイント (43円), PayPay残高 (187円)",-,-,04743336232417329158
2025/07/01 00:57:33,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04742962037686886401
2025/07/01 00:57:33,369,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04742962037686886401
2025/06/30 23:53:04,"5,303",-,-,-,-,-,送った金額,宮元健斗だよ,PayPay残高,-,-,02031780523919474696
2025/06/30 23:52:47,-,"6,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02031780386481061890
2025/06/30 12:44:23,230,-,-,-,-,-,支払い,ローソン - 渋谷区井の頭通,"PayPayポイント (60円), PayPay残高 (170円)",-,-,04742584175053611011
2025/06/29 12:32:30,975,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04741835880080449542
2025/06/29 12:32:30,-,8,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04741835880080449542
2025/06/29 12:09:21,451,-,-,-,-,-,支払い,セブン-イレブン - 渋谷駅西,"PayPayポイント (7円), PayPay残高 (444円)",-,-,04741823948661702661
2025/06/29 12:09:21,-,4,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04741823948661702661
2025/06/28 22:16:56,"5,500",-,-,-,-,-,支払い,ASOBIBAR - 新宿歌舞伎町タワー前店,PayPay残高,-,-,04741394924378341380
2025/06/28 22:16:56,-,54,-,-,-,-,ポイント、残高の獲得,ASOBIBAR,PayPayポイント,-,-,04741394924378341380
2025/06/28 22:16:43,-,"5,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02030246524810215438
2025/06/28 21:21:41,"4,000",-,-,-,-,-,送った金額,宮元健斗だよ,PayPay残高,-,-,02030218160846364694
2025/06/28 21:21:38,-,"3,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02030218143666454529
2025/06/28 19:03:56,-,"1,800",-,-,-,JP,受け取った金額,ほっともっと,PayPay残高,-,-,02030147173626707974
2025/06/28 19:02:52,"3,564",-,-,-,-,-,支払い,coin space,PayPay残高,-,-,04741294894589779975
2025/06/28 19:02:51,-,34,-,-,-,-,ポイント、残高の獲得,coin space,PayPayポイント,-,-,04741294894589779975
2025/06/28 19:02:51,-,"5,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02030146606690738197
2025/06/28 18:53:52,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04741290256026148880
2025/06/28 18:53:52,210,-,-,-,-,-,支払い,ファミリーマート - 渋谷公園通り,PayPay残高,-,-,04741290256026148880
2025/06/28 13:47:34,-,4,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04741132390207643665
2025/06/28 13:47:34,578,-,-,-,-,-,支払い,ファミリーマート - 渋谷フィンガーアベニュー,"PayPayポイント (7円), PayPay残高 (571円)",-,-,04741132390207643665
2025/06/28 00:24:34,"3,200",-,-,-,-,-,送った金額,tomori,PayPay残高,-,-,02029570247849689103
2025/06/28 00:24:21,-,"3,200",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02029570136180695046
2025/06/27 22:20:14,"2,900",-,-,-,-,-,送った金額,tomori,PayPay残高,-,-,02029506175527772169
2025/06/26 20:55:17,"6,600",-,-,-,-,-,支払い,LIPPS - LIPPS 自由が丘,"PayPayポイント (4円), PayPay残高 (6,596円)",-,-,04739868493001900033
2025/06/26 20:55:16,-,64,-,-,-,-,ポイント、残高の獲得,LIPPS,PayPayポイント,-,-,04739868493001900033
2025/06/26 20:55:07,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02028720136383209476
2025/06/25 17:36:55,75,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04739024085249163268
2025/06/25 12:43:43,768,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04738872979710189568
2025/06/25 12:43:43,-,6,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04738872979710189568
2025/06/25 12:43:40,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02027724666042892305
2025/06/25 10:38:14,290,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04738808297502965763
2025/06/25 10:38:13,-,2,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04738808297502965763
2025/06/25 07:24:00,-,4,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04738708190404829185
2025/06/25 07:24:00,498,-,-,-,-,-,支払い,ファミリーマート - 渋谷宇田川交番前,"PayPayポイント (3円), PayPay残高 (495円)",-,-,04738708190404829185
2025/06/25 07:23:55,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02027559876737671169
2025/06/24 22:03:09,796,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04738419130515406849
2025/06/24 22:03:08,-,6,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04738419130515406849
2025/06/24 12:00:19,-,6,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04738108432581214216
2025/06/24 12:00:19,768,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04738108432581214216
2025/06/24 07:42:19,578,-,-,-,-,-,支払い,ファミリーマート - 渋谷宇田川交番前,"PayPayポイント (4円), PayPay残高 (574円)",-,-,04737975468982607872
2025/06/24 07:42:19,-,4,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04737975468982607872
2025/06/23 19:45:17,-,4,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04737605904226705419
2025/06/23 19:45:17,487,-,-,-,-,-,支払い,セブン-イレブン - 世田谷三軒茶屋２丁目,PayPay残高,-,-,04737605904226705419
2025/06/23 12:55:02,"1,380",-,-,-,-,-,支払い,anydeli,PayPay残高,-,-,04737394471577427973
2025/06/23 12:55:02,-,12,-,-,-,-,ポイント、残高の獲得,anydeli,PayPayポイント,-,-,04737394471577427973
2025/06/23 12:55:01,-,"3,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02026246175088517138
2025/06/23 09:52:56,198,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04737300609361059843
2025/06/23 08:07:56,516,-,-,-,-,-,支払い,ファミリーマート - 渋谷宇田川交番前,"PayPayポイント (14円), PayPay残高 (502円)",-,-,04737246501363982342
2025/06/23 08:07:56,-,4,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04737246501363982342
2025/06/22 23:02:10,-,4,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04736965206775889922
2025/06/22 23:02:10,457,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04736965206775889922
2025/06/22 19:38:38,515,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04736860306494078983
2025/06/22 19:38:37,-,4,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04736860306494078983
2025/06/22 16:28:16,230,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,"PayPayポイント (3円), PayPay残高 (227円)",-,-,04736762200851038210
2025/06/22 16:28:16,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04736762200851038210
2025/06/21 23:49:01,"9,030",-,-,-,-,-,支払い,musch麻布十番店 - MUSCH渋谷道玄坂上店,PayPay残高,-,-,04736247191322845184
2025/06/21 23:49:01,-,90,-,-,-,-,ポイント、残高の獲得,musch麻布十番店,PayPayポイント,-,-,04736247191322845184
2025/06/21 23:48:51,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02025098817525063682
2025/06/21 20:37:24,"8,060",-,-,-,-,-,支払い,酒ト釜メシ oh kama bar - 渋谷店,PayPay残高,-,-,04736148424254619650
2025/06/21 20:37:23,-,80,-,-,-,-,ポイント、残高の獲得,酒ト釜メシ oh kama bar,PayPayポイント,-,-,04736148424254619650
2025/06/21 20:36:55,-,"10,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02024999895838605340
2025/06/20 17:14:32,345,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04735301705811894275
2025/06/20 17:14:32,-,2,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04735301705811894275
2025/06/20 12:18:25,230,-,-,-,-,-,支払い,ファミリーマート - 渋谷宇田川交番前,"PayPayポイント (2円), PayPay残高 (228円)",-,-,04735149079854817284
2025/06/20 12:18:24,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04735149079854817284
2025/06/20 01:49:19,-,6,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04734824844183371778
2025/06/20 01:49:19,674,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,"PayPayポイント (3円), PayPay残高 (671円)",-,-,04734824844183371778
2025/06/20 01:49:14,-,"1,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02023676521926057984
2025/06/18 11:56:39,768,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04733653520698933248
2025/06/18 11:56:38,-,6,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04733653520698933248
2025/06/18 07:07:51,595,-,-,-,-,-,支払い,ローソン - 渋谷区井の頭通,"PayPayポイント (6円), PayPay残高 (589円)",-,-,04733504674312454146
2025/06/18 07:07:50,-,4,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04733504674312454146
2025/06/17 23:20:49,401,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04733263975756701696
2025/06/17 23:20:49,-,4,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04733263975756701696
2025/06/17 14:06:25,-,6,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04732978231582310415
2025/06/17 14:06:25,768,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,PayPay残高,-,-,04732978231582310415
2025/06/17 08:55:34,230,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,"PayPayポイント (4円), PayPay残高 (226円)",-,-,04732818020711383043
2025/06/17 08:55:33,-,2,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04732818020711383043
2025/06/17 08:55:25,-,"3,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02021669672686460928
2025/06/16 23:50:37,-,4,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04732537155620200449
2025/06/16 23:50:37,451,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04732537155620200449
2025/06/16 20:11:15,365,-,-,-,-,-,支払い,セブン-イレブン - 世田谷三軒茶屋２丁目,PayPay残高,-,-,04732424103491354626
2025/06/16 20:11:15,-,2,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04732424103491354626
2025/06/16 12:02:22,-,4,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04732172126349746195
2025/06/16 12:02:22,548,-,-,-,-,-,支払い,ローソン - 渋谷区井の頭通,PayPay残高,-,-,04732172126349746195
2025/06/16 11:57:26,-,6,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04732169583729082384
2025/06/16 11:57:26,781,-,-,-,-,-,支払い,ファミリーマート - 渋谷宇田川交番前,"PayPayポイント (27円), PayPay残高 (754円)",-,-,04732169583729082384
2025/06/16 11:57:21,-,"2,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02021021270063349761
2025/06/15 16:48:45,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04731577556846477324
2025/06/15 16:48:45,329,-,-,-,-,-,支払い,ファミリーマート - 渋谷フィンガーアベニュー,PayPay残高,-,-,04731577556846477324
2025/06/15 13:40:06,230,-,-,-,-,-,支払い,ファミリーマート - 渋谷フィンガーアベニュー,"PayPayポイント (34円), PayPay残高 (196円)",-,-,04731480327377494023
2025/06/14 23:02:37,192,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04731028084501118976
2025/06/14 21:48:59,"5,000",-,-,-,-,-,送った金額,はるき,PayPay残高,-,-,02019841854864203776
2025/06/14 21:48:57,-,"5,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02019841829094645768
2025/06/14 19:09:35,"3,700",-,-,-,-,-,送った金額,ほっともっと,PayPay残高,-,-,02019759692139200529
2025/06/14 19:08:55,-,"4,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02019759348542734351
2025/06/14 15:19:10,308,-,-,-,-,-,支払い,ファミリーマート - 歌舞伎町一丁目,PayPay残高,-,-,04730789224189968385
2025/06/14 15:19:10,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04730789224189968385
2025/06/14 01:05:48,118,-,-,-,-,-,支払い,セブン-イレブン - 世田谷太子堂２丁目,PayPay残高,-,-,04730349402358595584
2025/06/14 00:38:11,"4,000",-,-,-,-,-,送った金額,ほっともっと,PayPay残高,-,-,02019186889530892288
2025/06/14 00:37:56,-,"2,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02019186760682700804
2025/06/14 00:11:15,338,-,-,-,-,-,支払い,ファミリーマート - 目黒青葉台四丁目,PayPay残高,-,-,04730321287502454784
2025/06/14 00:11:15,-,2,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04730321287502454784
2025/06/13 23:52:38,254,-,-,-,-,-,支払い,セブン-イレブン - 渋谷中央街,"PayPayポイント (49円), PayPay残高 (205円)",-,-,04730311683956416514
2025/06/13 23:52:37,-,2,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04730311683956416514
2025/06/13 21:52:30,"4,200",-,-,-,-,-,送った金額,ほっともっと,PayPay残高,-,-,02019101496991653888
2025/06/13 21:51:07,-,"4,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02019100784027303945
2025/06/12 19:45:30,557,-,-,-,-,-,支払い,セブン-イレブン - 世田谷三軒茶屋２丁目,PayPay残高,-,-,04729442150647218176
2025/06/12 19:45:30,-,4,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04729442150647218176
2025/06/12 14:04:25,668,-,-,-,-,-,支払い,ローソン - Ａｂｅｍａ　Ｔｏｗｅｒｓ,"PayPayポイント (3円), PayPay残高 (665円)",-,-,04729266349045825539
2025/06/12 14:04:24,-,6,-,-,-,-,ポイント、残高の獲得,ローソン,PayPayポイント,-,-,04729266349045825539
2025/06/12 13:20:48,"1,350",-,-,-,-,-,送った金額,コズエ,PayPay残高,-,-,02018095598470602753
2025/06/11 20:09:45,"2,040",-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04728712478651342849
2025/06/11 20:09:45,-,20,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04728712478651342849
2025/06/11 14:22:14,-,6,-,-,-,-,ポイント、残高の獲得,セブン-イレブン,PayPayポイント,-,-,04728533361334747142
2025/06/11 14:22:14,695,-,-,-,-,-,支払い,セブン-イレブン - 世田谷上馬２丁目,"PayPayポイント (7円), PayPay残高 (688円)",-,-,04728533361334747142
2025/06/10 15:12:06,-,8,-,-,-,-,ポイント、残高の獲得,ファミリーマート,PayPayポイント,-,-,04727816892069330950
2025/06/10 15:12:06,969,-,-,-,-,-,支払い,ファミリーマート - 三軒茶屋二丁目,PayPay残高,-,-,04727816892069330950
2025/06/10 10:23:50,"1,686",-,-,-,-,-,支払い,SHEIN,"PayPayポイント (54円), PayPay残高 (1,632円)",-,-,04727668329151471618
2025/06/10 10:23:50,-,16,-,-,-,-,ポイント、残高の獲得,SHEIN,PayPayポイント,-,-,04727668329151471618
2025/06/09 22:33:35,"13,260",-,-,-,-,-,支払い,鳥貴族 - 鳥貴族　渋谷文化村通り店,PayPay残高,-,-,04727302269088153600
2025/06/09 22:33:35,-,132,-,-,-,-,ポイント、残高の獲得,鳥貴族,PayPayポイント,-,-,04727302269088153600
2025/06/09 22:32:21,-,"3,315",-,-,-,-,受け取った金額,タカハシ シュン,PayPay残高,-,-,02016153345538973704
2025/06/09 22:32:17,-,"3,315",-,-,-,-,受け取った金額,tomori,PayPay残高,-,-,02016153311178399755
2025/06/09 22:32:12,-,"3,320",-,-,-,-,受け取った金額,ほっともっと,PayPay残高,-,-,02016153268228734995
2025/06/09 22:31:53,-,"15,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02016153113610182658
2025/06/09 17:01:29,850,-,-,-,-,-,送った金額,宮元健斗だよ,PayPay残高,-,-,02015982826744438789
2025/06/09 13:20:18,"1,380",-,-,-,-,-,支払い,anydeli,PayPay残高,-,-,04727017109029380097
2025/06/09 13:20:18,-,12,-,-,-,-,ポイント、残高の獲得,anydeli,PayPayポイント,-,-,04727017109029380097
2025/06/09 13:18:23,"18,407",-,-,-,-,-,送った金額,宮元健斗だよ,PayPay残高,-,-,02015867833291358218
2025/06/09 13:17:46,-,"3,000",-,-,-,-,チャージ,PayPay,ゆうちょ銀行 *****41,-,-,02015867524054827008
2025/06/09 10:10:00,230,-,-,-,-,-,支払い,ローソン - 渋谷区井の頭通,"PayPayポイント (97円), PayPay残高 (133円)",-,-,04726919020566601731
2025/06/08 13:33:53,"1,020",-,-,-,-,-,送った金額,村田雅弥,PayPay残高,-,-,02015133660172853248
2025/06/07 23:24:31,-,814,-,-,-,-,受け取った金額,村田雅弥,PayPay残高,-,-,02014695891333373968
2025/06/07 23:24:26,"1,628",-,-,-,-,-,支払い,大衆酒場 五の五 - 大衆酒場五の五　上野6丁目店,PayPay残高,-,-,04725844136280973313
2025/06/07 23:24:26,-,16,-,-,-,-,ポイント、残高の獲得,大衆酒場 五の五,PayPayポイント,-,-,04725844136280973313
2025/06/07 22:25:58,-,"2,550",-,-,-,-,受け取った金額,村田雅弥,PayPay残高,-,-,02014665714895478792
2025/06/07 22:25:56,"5,100",-,-,-,-,-,支払い,ag - 上野店,PayPay残高,-,-,04725813985611243521
2025/06/07 22:25:56,-,50,-,-,-,-,ポイント、残高の獲得,ag,PayPayポイント,-,-,04725813985611243521
2025/06/07 21:26:57,"2,200",-,-,-,-,-,送った金額,宮元健斗だよ,PayPay残高,-,-,02014635297937473557
2025/06/07 18:16:59,604,-,-,-,-,-,支払い,ファミリーマート - 台東吉原,PayPay残高,-,-,04725685677758128128
